Unnamed: 0,country,designation,points,price,title,variety,winery
217,Portugal,,90,20.0,Quinta de Foz de Arouce 2013 Red (Beira Atlantico),Portuguese Red,Quinta de Foz de Arouce
218,US,,90,20.0,Robert Mondavi 2015 Fumé Blanc (Napa Valley),Fumé Blanc,Robert Mondavi
219,Hungary,Megyer Dry,90,36.0,Samuel Tinon 2015 Megyer Dry Furmint (Tokaj),Furmint,Samuel Tinon
220,US,,90,40.0,Sixteen by Twenty 2014 Chardonnay (Sonoma Coast),Chardonnay,Sixteen by Twenty
221,Italy,Passion Riserva,90,40.0,St. Pauls 2014 Passion Riserva Pinot Bianco (Alto Adige),Pinot Bianco,St. Pauls
222,Italy,Trentennale,90,,Talenti 2011 Trentennale  (Brunello di Montalcino),Sangiovese,Talenti
223,Italy,,90,,Terlan 2015 Pinot Bianco (Alto Adige),Pinot Bianco,Terlan
224,Argentina,Lunta,90,22.0,Mendel 2014 Lunta Malbec (Luján de Cuyo),Malbec,Mendel
225,South Africa,,90,25.0,Oldenburg 2013 Chardonnay (Stellenbosch),Chardonnay,Oldenburg
226,South Africa,,90,20.0,Oldenburg 2014 Chenin Blanc (Stellenbosch),Chenin Blanc,Oldenburg
227,US,Grace House,85,15.0,Wagner 2006 Grace House Pinot Noir (Finger Lakes),Pinot Noir,Wagner
228,US,Semi-Dry,85,14.0,Treleaven 2006 Semi-Dry Riesling (Cayuga Lake),Riesling,Treleaven
229,US,Costa Del Sol,85,18.0,Benessere 2005 Costa Del Sol Red (Napa Valley),Red Blend,Benessere
230,US,,85,16.0,Bloomer Creek 2006 Gewürztraminer (Finger Lakes),Gewürztraminer,Bloomer Creek
231,Argentina,,85,10.0,Andean Sky 2007 Bonarda (Mendoza),Bonarda,Andean Sky
232,Australia,Red Belly Black,85,12.0,Angove's 2006 Red Belly Black Shiraz (South Australia),Shiraz,Angove's
233,US,Reserve,85,28.0,Silvan Ridge 2006 Reserve Pinot Noir (Willamette Valley),Pinot Noir,Silvan Ridge
234,Italy,Cerasuolo Rosè,85,10.0,Talamonti 2007 Cerasuolo Rosè  (Montepulciano d'Abruzzo),Montepulciano,Talamonti
235,US,Thompson Vineyard,85,49.0,Testarossa 2006 Thompson Vineyard Syrah (Santa Barbara County),Syrah,Testarossa
236,US,Kiss Ridge Vineyard,85,85.0,Meeker 2004 Kiss Ridge Vineyard Cabernet Sauvignon (Diamond Mountain District),Cabernet Sauvignon,Meeker
237,Italy,,85,18.0,Consorzio Vini Tipici di San Marino NV Moscato (San Marino),Moscato,Consorzio Vini Tipici di San Marino
238,Australia,The Derelict Vineyard,85,29.0,D'Arenberg 2006 The Derelict Vineyard Grenache (McLaren Vale),Grenache,D'Arenberg
239,US,,85,36.0,Dogwood 2005 Cabernet Sauvignon (Mendocino),Cabernet Sauvignon,Dogwood
240,France,,85,9.0,Domaine du Tariquet 2007 Ugni Blanc-Colombard (Vin de Pays des Côtes de Gascogne),Ugni Blanc-Colombard,Domaine du Tariquet
241,US,,85,34.0,Falcor 2005 Sangiovese (Napa Valley),Sangiovese,Falcor
242,US,Reserve Selection,85,15.0,Hayman & Hill 2007 Reserve Selection Chardonnay (Russian River Valley),Chardonnay,Hayman & Hill
243,US,Blanc de Blanc,85,30.0,Hermann J. Wiemer 2002 Blanc de Blanc Chardonnay (Finger Lakes),Chardonnay,Hermann J. Wiemer
244,Spain,Herederos de François Lurton Villafrance de Duero,85,13.0,J. & F. Lurton 2007 Herederos de François Lurton Villafrance de Duero Red (Vino de la Tierra de Castilla y León),Red Blend,J. & F. Lurton
245,Argentina,Reserve,85,12.0,Finca Las Moras 2007 Reserve Chardonnay (San Juan),Chardonnay,Finca Las Moras
246,Australia,Destinations,85,15.0,Long Flat 2006 Destinations Sauvignon Blanc (Adelaide Hills),Sauvignon Blanc,Long Flat
247,US,Reserve,85,25.0,Work 2004 Reserve Merlot (Sonoma Mountain),Merlot,Work
248,US,Estate Single Vineyard,85,45.0,Amity 2006 Estate Single Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Amity
249,US,Petit Verdot-Merlot,85,18.0,Autumn Hill 2007 Petit Verdot-Merlot Red (Monticello),Bordeaux-style Red Blend,Autumn Hill
250,US,Estate,85,49.0,Blue Rock 2005 Estate Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Blue Rock
251,US,Papillon Estate,85,22.0,Cherry Hill 2006 Papillon Estate Pinot Noir (Willamette Valley),Pinot Noir,Cherry Hill
252,US,Seity,85,35.0,Cloud 9 2006 Seity Zinfandel (Amador County),Zinfandel,Cloud 9
253,Argentina,Reserve,85,15.0,Cueva de las Manos 2007 Reserve Malbec (Luján de Cuyo),Malbec,Cueva de las Manos
254,US,,89,45.0,David Fulton 2008 Petite Sirah (St. Helena),Petite Sirah,David Fulton
255,US,Reserva,89,55.0,Esterlina 2009 Reserva Pinot Noir (Cole Ranch),Pinot Noir,Esterlina
256,South Africa,Goat-Roti,89,20.0,Goats do Roam Wine Co. 2008 Goat-Roti Syrah-Viognier (Coastal Region),Syrah-Viognier,Goats do Roam Wine Co.
257,South Africa,The William,89,18.0,Graham Beck 2007 The William Red (Coastal Region),Red Blend,Graham Beck
258,South Africa,,89,35.0,Hartenberg 2007 Cabernet Sauvignon (Stellenbosch),Cabernet Sauvignon,Hartenberg
259,France,Noir 46,89,13.0,Vignobles 46N118 2007 Noir 46 Malbec (Cahors),Malbec,Vignobles 46N118
260,US,Estate,89,40.0,Willamette Valley Vineyards 2009 Estate Pinot Noir (Willamette Valley),Pinot Noir,Willamette Valley Vineyards
261,Argentina,Estate Blend Gran Reserva,89,37.0,Algodon 2008 Estate Blend Gran Reserva Red,Red Blend,Algodon
262,US,Fairytale,89,39.0,Beaver Creek 2008 Fairytale Red (Napa Valley),Red Blend,Beaver Creek
263,US,Monument,89,60.0,Byron 2009 Monument Pinot Noir (Santa Maria Valley),Pinot Noir,Byron
264,South Africa,,89,19.0,Jardin 2007 Syrah (Stellenbosch),Syrah,Jardin
265,South Africa,Nine Yards,89,40.0,Jardin 2009 Nine Yards Chardonnay (Stellenbosch),Chardonnay,Jardin
266,Argentina,Corte Malbec-Bonarda-Petit Verdot,89,14.0,Kaiken 2008 Corte Malbec-Bonarda-Petit Verdot Red (Mendoza),Red Blend,Kaiken
267,Italy,Torre di Giano Vigna il Pino,89,40.0,Lungarotti 2007 Torre di Giano Vigna il Pino White (Torgiano),White Blend,Lungarotti
268,Italy,Terso,89,36.0,Marchesi Fumanelli 2005 Terso White (Veneto),White Blend,Marchesi Fumanelli
269,Austria,,89,17.0,Mariell 2009 Blaufränkisch (Leithaberg),Blaufränkisch,Mariell
270,Italy,,89,25.0,Livio Felluga 2009 Friulano (Colli Orientali del Friuli),Friulano,Livio Felluga
271,Greece,,89,15.0,My Big Fat Greek Wine 2010 Assyrtico (Santorini),Assyrtico,My Big Fat Greek Wine
272,Italy,Sirmian,89,26.0,Nals Margreid 2010 Sirmian Pinot Bianco (Alto Adige),Pinot Bianco,Nals Margreid
273,Argentina,B Crux,89,19.0,O. Fournier 2007 B Crux Red (Uco Valley),Red Blend,O. Fournier
274,Italy,Estrosa,89,13.0,Pico Maccario 2010 Estrosa White (Monferrato),White Blend,Pico Maccario
275,Argentina,Reserva de Familia,89,30.0,Sottano 2009 Reserva de Familia Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Sottano
276,US,Old Vines,89,20.0,St. Francis 2009 Old Vines Zinfandel (Sonoma County),Zinfandel,St. Francis
277,US,,89,30.0,Trailhead 2010 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Trailhead
278,US,Bishop Creek,89,50.0,Erath 2009 Bishop Creek Pinot Noir,Pinot Noir,Erath
279,Italy,,89,52.0,Franz Haas 2009 Sauvignon (Alto Adige),Sauvignon,Franz Haas
280,Austria,Schiefer Reserve,92,24.0,Forstreiter 2012 Schiefer Reserve Grüner Veltliner (Kremstal),Grüner Veltliner,Forstreiter
281,US,Bench Break Vineyard,92,34.0,Cambria 2011 Bench Break Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Cambria
282,Italy,Dulcamara,92,41.0,I Giusti e Zanza 2009 Dulcamara Red (Toscana),Red Blend,I Giusti e Zanza
283,US,Bella Vida Vineyard Unfiltered,92,52.0,J. Christopher 2011 Bella Vida Vineyard Unfiltered Pinot Noir (Dundee Hills),Pinot Noir,J. Christopher
284,Argentina,Marchiori Vineyard Block C2,92,215.0,Viña Cobos 2011 Marchiori Vineyard Block C2 Malbec (Perdriel),Malbec,Viña Cobos
285,Austria,Steiner Kögl Erste Lage,92,,Salomon-Undhof 2011 Steiner Kögl Erste Lage Riesling (Kremstal),Riesling,Salomon-Undhof
286,US,Rincon Vineyard,92,60.0,Talley 2011 Rincon Vineyard Pinot Noir (Arroyo Grande Valley),Pinot Noir,Talley
287,Spain,Braó Vinyes Velles,92,40.0,Acústic 2010 Braó Vinyes Velles Carignan-Grenache (Montsant),Carignan-Grenache,Acústic
288,Austria,Kremser Gebling Erste Lage,92,,Josef Schmid 2011 Kremser Gebling Erste Lage Grüner Veltliner (Kremstal),Grüner Veltliner,Josef Schmid
289,US,Fortune Teller,92,125.0,Parallel 2010 Fortune Teller Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Parallel
290,France,,92,,Château Lafon-Rochet 2011  Saint-Estèphe,Bordeaux-style Red Blend,Château Lafon-Rochet
291,Italy,,92,,Dionigi 2006  Sagrantino di Montefalco,Sagrantino,Dionigi
292,France,Vin Jaune,92,45.0,Domaine Daniel Dugois 2006 Vin Jaune Savagnin (Arbois),Savagnin,Domaine Daniel Dugois
293,Australia,Green's Vineyard,92,70.0,Kilikanoon 2009 Green's Vineyard Shiraz (Barossa Valley),Shiraz,Kilikanoon
294,Argentina,Synthesis,92,30.0,Finca Sophenia 2011 Synthesis Malbec (Tupungato),Malbec,Finca Sophenia
295,US,Treana Red,87,35.0,Treana 2008 Treana Red Cabernet Sauvignon-Syrah (Paso Robles),Cabernet Sauvignon-Syrah,Treana
296,Chile,Grey [Glacier] Single Block Trinidad Vineyard,87,20.0,Ventisquero 2008 Grey [Glacier] Single Block Trinidad Vineyard Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Ventisquero
297,US,,87,15.0,Aquinas 2008 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Aquinas
298,Chile,,87,19.0,Arboleda 2009 Cabernet Sauvignon (Aconcagua Valley),Cabernet Sauvignon,Arboleda
299,Italy,Pinay,87,,Attilio Ghisolfi 2007 Pinay Red (Langhe),Red Blend,Attilio Ghisolfi
300,US,Estate,87,28.0,Benessere 2007 Estate Sangiovese (Napa Valley),Sangiovese,Benessere
301,US,Whiteline No Oak,87,14.0,Buried Cane 2009 Whiteline No Oak Chardonnay (Columbia Valley (WA)),Chardonnay,Buried Cane
302,Italy,,87,,Cantina del Nebbiolo 2008  Roero,Nebbiolo,Cantina del Nebbiolo
303,Italy,4 Vigne,87,56.0,Cascina Adelaide 2005 4 Vigne  (Barolo),Nebbiolo,Cascina Adelaide
304,Italy,Vignassa,87,,Cascina La Ghersa 2004 Vignassa  (Barbera d'Asti Superiore Nizza),Barbera,Cascina La Ghersa
305,US,,87,24.0,Claudia Springs 2007 Zinfandel (Mendocino County),Zinfandel,Claudia Springs
306,Romania,,87,7.0,Cramele Recas 2009 Chardonnay (Recas),Chardonnay,Cramele Recas
307,France,Les Dames Huguettes,87,30.0,Domaine Bertagna 2009 Les Dames Huguettes  (Côte de Nuits-Villages),Pinot Noir,Domaine Bertagna
308,Greece,Asirtiko Athiri,87,18.0,Domaine Sigalas 2010 Asirtiko Athiri White (Santorini),White Blend,Domaine Sigalas
309,Italy,,87,20.0,Socré 2006 Nebbiolo (Langhe),Nebbiolo,Socré
310,Italy,,87,18.0,Boffa 2006 Nebbiolo (Langhe),Nebbiolo,Boffa
311,New Zealand,,87,18.0,Otto's Constant Dream 2008 Syrah (Hawke's Bay),Syrah,Otto's Constant Dream
312,US,,87,40.0,Mount Veeder 2008 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Mount Veeder
313,Italy,,87,,Rabino 2008  Roero,Nebbiolo,Rabino
314,US,,87,28.0,Robert Mondavi 2008 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Robert Mondavi
315,Italy,Extra Dry,86,15.0,Bellussi NV Extra Dry  (Prosecco di Valdobbiadene),Prosecco,Bellussi
316,France,Les Amants Mont-Pérat,86,,Château Mont-Pérat 2008 Les Amants Mont-Pérat  (Bordeaux Blanc),Bordeaux-style White Blend,Château Mont-Pérat
317,France,,86,,Château Tour de Mirambeau 2006  Bordeaux Blanc,Bordeaux-style White Blend,Château Tour de Mirambeau
318,Chile,Reserva,86,18.0,Aresti 2007 Reserva Merlot (Curicó Valley),Merlot,Aresti
319,Italy,Millesimato Brut,86,20.0,Paladin 2007 Millesimato Brut Prosecco (Veneto),Prosecco,Paladin
320,Italy,Col di Manza Extra Dry Millesimato,86,22.0,Perlage 2008 Col di Manza Extra Dry Millesimato  (Prosecco di Valdobbiadene),Prosecco,Perlage
321,Italy,Brut,86,16.0,Sant Eurosia 2007 Brut  (Prosecco di Valdobbiadene),Prosecco,Sant Eurosia
322,Italy,Millesimato Dry,86,18.0,Sant Eurosia 2007 Millesimato Dry  (Prosecco di Valdobbiadene),Prosecco,Sant Eurosia
323,Chile,Gran Araucano,86,35.0,J. & F. Lurton 2006 Gran Araucano Cabernet Sauvignon (Colchagua Valley),Cabernet Sauvignon,J. & F. Lurton
324,Italy,Matiú Brut,86,12.0,L'Antica Quercia 2007 Matiú Brut  (Prosecco di Conegliano),Prosecco,L'Antica Quercia
325,US,,86,11.0,Lucas Vineyards 2007 Vignoles (Finger Lakes),Vignoles,Lucas Vineyards
326,Italy,Extra Dry,86,15.0,Marsuret NV Extra Dry  (Prosecco di Valdobbiadene),Prosecco,Marsuret
327,Chile,Legado Reserva,86,18.0,De Martino 2007 Legado Reserva Chardonnay (Limarí Valley),Chardonnay,De Martino
328,US,Alluvium Blanc,86,16.0,Beringer 2007 Alluvium Blanc White (Knights Valley),White Blend,Beringer
329,US,Reserve,86,34.0,Brutocao 2006 Reserve Zinfandel (Mendocino),Zinfandel,Brutocao
330,US,Lila's Cuvée,86,40.0,Clos La Chance 2006 Lila's Cuvée Red (Central Coast),Red Blend,Clos La Chance
331,Chile,Visión,86,15.0,Cono Sur 2008 Visión Gewürztraminer (Casablanca Valley),Gewürztraminer,Cono Sur
332,Italy,Palazzo Rosso Brut,86,19.0,Sommariva NV Palazzo Rosso Brut  (Prosecco di Conegliano),Prosecco,Sommariva
333,Italy,Col del Sas Extra Dry,86,18.0,Spagnol NV Col del Sas Extra Dry  (Prosecco di Valdobbiadene),Prosecco,Spagnol
334,France,Mosaïque Rosé Brut,86,42.0,Jacquart NV Mosaïque Rosé Brut  (Champagne),Champagne Blend,Jacquart
335,Italy,Arió Extra Dry,86,15.0,L'Antica Quercia 2007 Arió Extra Dry  (Prosecco di Conegliano),Prosecco,L'Antica Quercia
336,Chile,Costa,83,35.0,Koyle 2015 Costa Pinot Noir (Colchagua Costa),Pinot Noir,Koyle
337,France,,83,16.0,Château Notre Dame du Quatourze 2015 Rosé (Languedoc),Rosé,Château Notre Dame du Quatourze
338,France,,82,11.0,Mémoires 2015 Rosé (Coteaux Varois en Provence),Rosé,Mémoires
339,Spain,1887 Rosado,82,13.0,Cavas Hill NV 1887 Rosado Sparkling (Cava),Sparkling Blend,Cavas Hill
340,France,Tradition,82,18.0,Antoine Moltès & Fils 2015 Tradition Pinot Gris (Alsace),Pinot Gris,Antoine Moltès & Fils
341,US,Serracino Reserve,82,48.0,Pezzi King 2013 Serracino Reserve Zinfandel (Dry Creek Valley),Zinfandel,Pezzi King
342,Spain,,82,11.0,Bellisco NV Sparkling (Cava),Sparkling Blend,Bellisco
343,Chile,Grand Reserve,81,20.0,Pura 8 2010 Grand Reserve Pinot Noir (Rapel Valley),Pinot Noir,Pura 8
344,Chile,Gran Reserva,80,19.0,Viña Tarapacá 2015 Gran Reserva Chardonnay (Leyda Valley),Chardonnay,Viña Tarapacá
345,Australia,Rare,100,350.0,Chambers Rosewood Vineyards NV Rare Muscat (Rutherglen),Muscat,Chambers Rosewood Vineyards
346,Australia,Rare,98,350.0,Chambers Rosewood Vineyards NV Rare Muscadelle (Rutherglen),Muscadelle,Chambers Rosewood Vineyards
347,Germany,Kiedrich Gräfenberg Trockenbeerenauslese,97,500.0,Robert Weil 2014 Kiedrich Gräfenberg Trockenbeerenauslese Riesling (Rheingau),Riesling,Robert Weil
348,Australia,Grand,97,100.0,Chambers Rosewood Vineyards NV Grand Muscat (Rutherglen),Muscat,Chambers Rosewood Vineyards
349,Australia,RunRig,97,225.0,Torbreck 2012 RunRig Shiraz-Viognier (Barossa),Shiraz-Viognier,Torbreck
350,Italy,Vignolo Riserva,97,150.0,Cavallotto 2010 Vignolo Riserva  (Barolo),Nebbiolo,Cavallotto
351,Hungary,Eszencia,96,320.0,Oremus 2005 Eszencia  (Tokaji),Furmint,Oremus
352,US,South River,96,68.0,Rochioli 2014 South River Chardonnay (Russian River Valley),Chardonnay,Rochioli
353,France,Le Montrachet,96,500.0,Louis Latour 2014 Le Montrachet  (Montrachet),Chardonnay,Louis Latour
354,Germany,Kiedrich Gräfenberg Beerenauslese,96,365.0,Robert Weil 2014 Kiedrich Gräfenberg Beerenauslese Riesling (Rheingau),Riesling,Robert Weil
355,US,Sweetwater,96,68.0,Rochioli 2014 Sweetwater Chardonnay (Russian River Valley),Chardonnay,Rochioli
356,Australia,Georgia's Paddock,95,85.0,Jasper Hill 2013 Georgia's Paddock Shiraz (Heathcote),Shiraz,Jasper Hill
357,France,Vieilles Vignes,95,350.0,Château de la Tour 2013 Vieilles Vignes  (Clos de Vougeot),Pinot Noir,Château de la Tour
358,Germany,Hattenheimer Hassel Auslese,95,66.0,Weingut Hans Bausch 2011 Hattenheimer Hassel Auslese Riesling (Rheingau),Riesling,Weingut Hans Bausch
359,France,Les Chenevottes Premier Cru,95,110.0,Philippe Colin 2014 Les Chenevottes Premier Cru  (Chassagne-Montrachet),Chardonnay,Philippe Colin
360,Australia,Descendant,95,125.0,Torbreck 2012 Descendant Shiraz-Viognier (Barossa Valley),Shiraz-Viognier,Torbreck
361,Italy,Simposio,95,60.0,Bel Colle 2012 Simposio  (Barolo),Nebbiolo,Bel Colle
362,US,Jamie,95,200.0,J. Davies 2012 Jamie Cabernet Sauvignon (Diamond Mountain District),Cabernet Sauvignon,J. Davies
363,France,,95,380.0,Louis Latour 2014  Criots-Bâtard-Montrachet,Chardonnay,Louis Latour
364,US,Weber Vineyard,95,48.0,Winderlea 2014 Weber Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Winderlea
365,Australia,St. Andrews Single Vineyard Release,95,60.0,Wakefield 2013 St. Andrews Single Vineyard Release Shiraz (Clare Valley),Shiraz,Wakefield
366,Italy,Vorberg,88,21.0,Cantina Terlano 2000 Vorberg Pinot Bianco (Alto Adige),Pinot Bianco,Cantina Terlano
367,Chile,Reserva de la Familia,88,10.0,De Martino 1999 Reserva de la Familia Carmenère (Maipo Valley),Carmenère,De Martino
368,Italy,,88,11.0,Montresor 2001  Bianco di Custoza,Garganega,Montresor
369,Italy,,88,21.0,Ronco del Gelso 1999 Chardonnay (Friuli),Chardonnay,Ronco del Gelso
370,US,Cherryblock Vineyard,88,160.0,Sebastiani 1991 Cherryblock Vineyard Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,Sebastiani
371,Italy,Castel Ringberg,88,23.0,Elena Walch 2002 Castel Ringberg Sauvignon Blanc (Alto Adige),Sauvignon Blanc,Elena Walch
372,Italy,Classico,88,10.0,Gini 2002 Classico  (Soave),White Blend,Gini
373,Italy,I Fiori del Borgo,88,15.0,Borgo Conventi 2002 I Fiori del Borgo Sauvignon Blanc (Collio),Sauvignon Blanc,Borgo Conventi
374,US,Kathleen's Vineyard,88,19.0,Ceago Vinegarden 2001 Kathleen's Vineyard Sauvignon Blanc (Mendocino County),Sauvignon Blanc,Ceago Vinegarden
375,Italy,Vino in Musica,88,40.0,Valiano 1997 Vino in Musica Sangiovese (Toscana),Sangiovese,Valiano
376,Italy,Zuc de Volpe,88,18.0,Volpe Pasini 2002 Zuc de Volpe Pinot Grigio (Colli Orientali del Friuli),Pinot Grigio,Volpe Pasini
377,Greece,Vigneto Massoni,88,,Zenato 2001 Vigneto Massoni White (Naoussa),White Blend,Zenato
379,Italy,Bianco dei Sorni,88,15.0,La Vis 2001 Bianco dei Sorni White (Trentino),White Blend,La Vis
380,Chile,Estate Bottled,88,12.0,Lapostolle 2002 Estate Bottled Merlot (Rapel Valley),Merlot,Lapostolle
381,Italy,Vigne Alte,88,11.0,Fratelli Zeni 2000 Vigne Alte  (Bianco di Custoza),White Blend,Fratelli Zeni
382,Chile,Estate Grown Reserve,88,15.0,Carmen 2000 Estate Grown Reserve Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Carmen
383,Italy,Vigneto Santa Cecilia,88,9.0,Tommasi 2001 Vigneto Santa Cecilia Chardonnay (Valdadige),Chardonnay,Tommasi
384,Italy,Sanct Valentin,88,30.0,San Michele Eppan 2002 Sanct Valentin Gewürztraminer (Alto Adige),Gewürztraminer,San Michele Eppan
385,US,,88,18.0,Vinoce 2001 Sauvignon Blanc (Rutherford),Sauvignon Blanc,Vinoce
386,US,Windacre Vineyard,88,34.0,Merriam 2000 Windacre Vineyard Merlot (Russian River Valley),Merlot,Merriam
387,US,Reserve Fume,88,17.0,Murphy-Goode 2000 Reserve Fume Sauvignon Blanc (Alexander Valley),Sauvignon Blanc,Murphy-Goode
388,US,Paragon Vineyard,88,25.0,Kynsi 1999 Paragon Vineyard Pinot Noir (Edna Valley),Pinot Noir,Kynsi
389,Italy,Terlano Classico,88,15.0,Cantina Terlano 2002 Terlano Classico White (Alto Adige),White Blend,Cantina Terlano
390,Chile,Reserve,88,12.0,Casa Julia 2001 Reserve Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Casa Julia
391,Chile,Reserve,88,14.0,Valdivieso 2001 Reserve Chardonnay (Central Valley),Chardonnay,Valdivieso
392,US,,87,12.0,Bridlewood 2000 Sauvignon Blanc (Santa Ynez Valley),Sauvignon Blanc,Bridlewood
393,Chile,Castillo de Molina Reserva,87,11.0,San Pedro 2002 Castillo de Molina Reserva Chardonnay (Lontué Valley),Chardonnay,San Pedro
394,Chile,Reserva,87,12.0,Undurraga 2001 Reserva Merlot (Maipo Valley),Merlot,Undurraga
395,Italy,Rylint,87,,Conti Formentini 2001 Rylint White (Collio),White Blend,Conti Formentini
396,US,Ancient Vines,85,16.0,Cline 2007 Ancient Vines Zinfandel (California),Zinfandel,Cline
397,Chile,Visión,85,15.0,Cono Sur 2008 Visión Pinot Noir (Colchagua Valley),Pinot Noir,Cono Sur
398,Chile,Estate Selection,85,13.0,Aresti 2008 Estate Selection Sauvignon Blanc (Curicó Valley),Sauvignon Blanc,Aresti
399,Italy,Extra Dry,85,24.0,Astoria 2008 Extra Dry  (Prosecco di Valdobbiadene),Prosecco,Astoria
400,Italy,Brut,85,13.0,Cantine Maschio NV Brut Prosecco (Italy),Prosecco,Cantine Maschio
401,Italy,Millesimato Extra Dry,85,19.0,Val d'Oca 2008 Millesimato Extra Dry  (Prosecco di Valdobbiadene),Prosecco,Val d'Oca
402,Chile,Casa la Joya Reserve,85,11.0,Viña Bisquertt 2007 Casa la Joya Reserve Syrah (Colchagua Valley),Syrah,Viña Bisquertt
403,US,Le Bon Viveur,85,15.0,Vinavanti 2005 Le Bon Viveur Red (California),Red Blend,Vinavanti
404,US,White Hawk Vineyard,85,45.0,Vino V 2005 White Hawk Vineyard Syrah (Santa Barbara County),Syrah,Vino V
405,Italy,Extra Dry,85,19.0,Viticoltori Ponte NV Extra Dry  (Prosecco del Veneto),Prosecco,Viticoltori Ponte
406,France,Brut Mosaïque,85,30.0,Jacquart NV Brut Mosaïque  (Champagne),Champagne Blend,Jacquart
407,Chile,Casa,85,14.0,Lapostolle 2007 Casa Chardonnay (Casablanca Valley),Chardonnay,Lapostolle
408,Italy,Millesimato Extra Dry,85,15.0,Le Vigne di Alice 2008 Millesimato Extra Dry  (Prosecco di Conegliano e Valdobbiadene),Prosecco,Le Vigne di Alice
409,US,Dry,85,20.0,McGregor 2007 Dry Gewürztraminer (Finger Lakes),Gewürztraminer,McGregor
410,US,,85,20.0,Miles 2006 Cabernet Franc (Finger Lakes),Cabernet Franc,Miles
